BLOCK.POS,Sample.ID,Family.Unique,Family.NonUnique,Replicate,HabitatType,Region,Population,Collector,Collection.Date,Block.ID,Position,Letter.Pos,No.Position,Bench,Planting.Date,Survival.Y.N,Germination.Y.N,Germination.Date,No.Days.to.Germ,True.Leaf,No.Days.to.TrueLeaf,Germ.to.TrueLeaf,Flower.Y.N.2016,Fruit.Y.N.2016,DTFF.2016,no.Planting.to.DTFF,No.Days.Germ.to.Flr,No.Days.TL.to.Flr,No.Flowers.2016,No.Fruit.2016,Seedmass.2016,sm,Flower.Y.N.2017,Fruit.Y.N.2017,Flowering.4.2.17.Y.N,DTFF.2017,DTFF.Ordinal.Day.2017,norm.flower.date.2017,Date.to.Bolt.2017,DtB.O.Day.2017,norm.bolt.date.2017,Date.to.Fruit.2017,Fruit.O.Day.2017,norm.fruit.date.2017,Seedmass.2017,sm2017,sm.2,Survival.Y.N.2017,No.Fruit.2017,Total.N.R.2017,Total.Flowers.2017,Flowering.Y.N.2018,Fruit.Y.N.2018,DTFF.2018,DTFF.18.Oday,DtB.2018,DtB.Oday.2018,Date.to.Fruit.2018,Date.to.Fruit.Oday.2018,Non.reproductive.flowers,seedmass.2018.g.,No.Fruit.2018,Total.Flowers.2018,Survival.Y.N.2018,Latitude,Longitude,Elevation.m,n.fruit.envelopes,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
9-A6,AB-RO.19.9,AB-RO_19,19,9,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,9,A6,A,6,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
9-A7,MI-DRI.25.9,MI-DRI_25,25,9,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,9,A7,A,7,3,11/7/2015,1,1,11/18/2015,11,11/27/2015,20,9,1,0,8/20/2016,287,276,267,2,0,0,0,1,1,1,4/2/2017,91,1,5/10/2017,130,40,5/30/2017,150,60,0.605,605,605,1,6,1,7,1,1,4/16/2018,106,5/14/2018,134,5/24/2018,144,0,0.1168,1,1,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
9-A8,NAP-ASS.9.9,NAP-ASS_9,9,9,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,9,A8,A,8,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
9-B10,NAP-CE.24.9,NAP-CE_24,24,9,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,9,B10,B,10,3,11/7/2015,1,1,11/17/2015,10,11/24/2015,17,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,4/16/2017,106,16,NA,NA,NA,0,0,0,1,NA,2,2,1,1,4/30/2018,120,5/17/2018,137,5/21/2018,141,2,0.2098,2,4,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
9-B11,MAN-LCI.15.9,MAN-LCI_15,15,9,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,9,B11,B,11,3,11/7/2015,1,1,11/19/2015,12,11/27/2015,20,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,5/3/2017,123,33,5/10/2017,130,40,5/28/2017,148,58,0.107,107,107,1,2,0,2,1,0,4/16/2018,106,5/17/2018,137,NA,NA,1,NA,NA,1,1,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
9-B12,CAR-NBA.13.9,CAR-NBA_13,13,9,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,9,B12,B,12,3,11/7/2015,1,1,11/19/2015,12,11/27/2015,20,8,1,0,11/1/2016,360,348,340,7,0,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/28/2017,148,58,0.232,232,232,1,3,6,9,1,1,4/12/2018,102,5/7/2018,127,5/17/2018,137,0,1.3043,9,9,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
9-B13,MAN-FOX.17.9,MAN-FOX_17,17,9,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,9,B13,B,13,3,11/7/2015,1,1,11/21/2015,14,11/28/2015,21,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,5/3/2017,123,33,5/27/2017,147,57,0.147,147,147,1,3,7,10,1,1,4/30/2018,120,5/7/2018,127,5/17/2018,137,1,0.8677,6,7,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
9-B14,MI-DRI.15.9,MI-DRI_15,15,9,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,9,B14,B,14,3,11/7/2015,1,1,11/15/2015,8,11/25/2015,18,10,1,0,5/26/2016,201,193,183,1,0,0,0,1,1,0,4/5/2017,95,5,5/3/2017,123,33,5/21/2017,141,51,0.796,796,796,1,5,2,7,1,1,4/16/2018,106,4/30/2018,120,5/22/2018,142,1,0.5302,5,6,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
9-B15,AB-RO.16.9,AB-RO_16,16,9,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,9,B15,B,15,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
9-B16,ND-BSP.6.9,ND-BSP_6,6,9,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,9,B16,B,16,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
9-B2,MAN-KIP.35.9,MAN-KIP_35,35,9,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,9,B2,B,2,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
9-B3,MB-CRN.9.9,MB-CRN_9,9,9,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,9,B3,B,3,3,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/5/2017,95,5,4/23/2017,113,23,6/1/2017,152,62,0.152,152,152,1,3,5,8,1,1,4/26/2018,116,5/7/2018,127,5/20/2018,140,1,1.408,13,14,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
9-B4,MAN-MIS.30.9,MAN-MIS_30,30,9,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,9,B4,B,4,3,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,6/2/2017,153,63,0,0,0,1,NA,1,1,1,1,4/19/2018,109,5/7/2018,127,5/21/2018,141,1,0.6407,4,5,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
9-B5,AB-RO.8.9,AB-RO_8,8,9,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,9,B5,B,5,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
9-B6,NAP-SCH.3.9,NAP-SCH_3,3,9,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,9,B6,B,6,3,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,NA,NA,NA,5/27/2017,147,57,0.561,561,561,1,5,3,8,1,1,4/16/2018,106,5/10/2018,130,5/19/2018,139,1,1.1461,5,6,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
9-B7,CAR-PSR.23.9,CAR-PSR_23,23,9,Alvar,GL_alvar,CAR-PSR,Jill_Hamilton,7/7/2015,9,B7,B,7,3,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/16/2017,106,16,4/30/2017,120,30,6/1/2017,152,62,0.167,167,167,1,2,3,5,1,1,5/3/2018,123,5/10/2018,130,5/19/2018,139,2,1.3276,10,12,1,44.64526,-79.09458,250,40,5.8,19.3,-8.8,28.1,899,393,17.6,49,875,1913,4558,156,169,138,273,135,249,-35.2,35.6,692,183,13.5,63
9-B8,MAN-LCI.3.9,MAN-LCI_3,3,9,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,9,B8,B,8,3,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,6/3/2017,154,64,0.022,22,22,1,1,2,3,1,1,4/23/2018,113,5/7/2018,127,5/18/2018,138,0,0.4543,4,4,1,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
9-C10,MAN-MIS.11.9,MAN-MIS_11,11,9,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,9,C10,C,10,3,11/7/2015,1,1,11/18/2015,11,11/27/2015,20,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,6/2/2017,153,63,0.079,79,79,1,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
9-C11,NAP-CE.14.9,NAP-CE_14,14,9,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,9,C11,C,11,3,11/7/2015,1,1,11/17/2015,10,11/24/2015,17,7,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,1,0,5/3/2018,123,NA,NA,NA,NA,1,NA,NA,1,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
9-C12,CAR-NBA.12.9,CAR-NBA_12,12,9,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,9,C12,C,12,3,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/9/2017,99,9,4/23/2017,113,23,5/24/2017,144,54,0,0,0,1,NA,1,1,1,1,4/26/2018,116,5/10/2018,130,5/18/2018,138,1,0.153,1,2,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
9-C13,MAN-MIS.36.9,MAN-MIS_36,36,9,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,9,C13,C,13,3,11/7/2015,1,1,11/16/2015,9,11/26/2015,19,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,5/15/2017,135,45,5/18/2017,138,48,6/10/2017,161,71,0.063,63,63,1,2,0,2,1,1,4/26/2018,116,5/14/2018,134,5/24/2018,144,0,0.0399,1,1,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
9-C14,MI-DRI.39.9,MI-DRI_39,39,9,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,9,C14,C,14,3,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/30/2017,120,30,5/27/2017,147,57,0.002,2,2,1,1,2,3,1,1,4/26/2018,116,NA,NA,6/3/2018,154,0,0.0367,1,1,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
9-C15,NAP-SCH.11.9,NAP-SCH_11,11,9,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,9,C15,C,15,3,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/17/2017,137,47,0.163,163,163,1,5,3,8,1,1,4/19/2018,109,5/7/2018,127,5/20/2018,140,0,0.137,1,1,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
9-C16,MAN-MIS.18.9,MAN-MIS_18,18,9,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,9,C16,C,16,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
9-C2,MB-MR.38.9,MB-MR_38,38,9,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,9,C2,C,2,3,11/7/2015,1,1,11/18/2015,11,11/25/2015,18,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,4/23/2017,113,23,NA,NA,NA,0,0,0,1,NA,5,5,1,1,4/19/2018,109,5/10/2018,130,5/21/2018,141,0,0.6183,4,4,1,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
9-C3,CAR-NBA.3.9,CAR-NBA_3,3,9,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,9,C3,C,3,3,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,1,0,6/20/2016,226,217,210,8,0,0,0,1,0,0,4/9/2017,99,9,4/16/2017,106,16,NA,NA,NA,1.282,1282,1282,1,7,2,9,1,1,4/16/2018,106,5/7/2018,127,5/18/2018,138,4,0.6321,4,8,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
9-C4,ND-BSP.7.9,ND-BSP_7,7,9,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,9,C4,C,4,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
9-C5,MAN-KIP.11.9,MAN-KIP_11,11,9,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,9,C5,C,5,3,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,1,0,8/20/2016,288,279,271,1,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/17/2017,137,47,0.465,465,465,1,5,11,16,1,1,4/16/2018,106,5/14/2018,134,5/22/2018,142,4,0.2166,3,7,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
9-C6,MI-DRI.5.9,MI-DRI_5,5,9,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,9,C6,C,6,3,11/7/2015,1,1,11/15/2015,8,11/24/2015,17,9,1,0,8/10/2016,277,269,260,2,0,0,0,1,0,1,4/2/2017,91,1,4/12/2017,102,12,NA,NA,NA,1.318,1318,1318,1,10,8,18,1,1,4/26/2018,116,5/10/2018,130,5/21/2018,141,5,0.1037,2,7,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
9-C7,MAN-MIS.7.9,MAN-MIS_7,7,9,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,9,C7,C,7,3,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/28/2017,148,58,0.703,703,703,1,6,7,13,1,1,4/26/2018,116,5/14/2018,134,5/22/2018,142,0,0.6261,4,4,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
9-C8,SD-PMG.21,SD-PMG_NA,NA,21,Prairie,Prairie,SD-PMG,Prairie_Moon_Nursery,NA,9,C8,C,8,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2186,-96.6336,351,NA,6.4,22.6,-11.8,34.4,546,350,29.9,64.5,1090,2334,4570,360,168,131,272,141,66,-38.8,41,791,319,13.3,57
9-D10,MAN-FOX.38.9,MAN-FOX_38,38,9,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,9,D10,D,10,3,11/7/2015,1,1,11/16/2015,9,11/26/2015,19,10,1,0,5/26/2016,201,192,182,1,0,0,0,1,1,1,4/2/2017,91,1,4/9/2017,99,9,5/15/2017,135,45,0.156,156,156,1,3,1,4,1,0,4/16/2018,106,4/30/2018,120,NA,NA,1,NA,NA,1,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
9-D11,MAN-KIP.28.9,MAN-KIP_28,28,9,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,9,D11,D,11,3,11/7/2015,1,1,11/19/2015,12,11/28/2015,21,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/30/2017,120,30,5/15/2017,135,45,0.403,403,403,1,4,1,5,1,1,4/16/2018,106,5/7/2018,127,5/21/2018,141,1,0.4927,4,5,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
9-D12,WA-BLK.9,WA-BLK_NA,NA,9,Prairie,Prairie,WA-BLK,USDA,NA,9,D12,D,12,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.685513,-116.971868,786,NA,7.9,18.6,-2.8,21.3,696,203,25.8,91.3,326,1863,3781,126,219,132,276,144,115,-28.5,38.5,815,430,13.9,61
9-D13,AB-RL.1.9,AB-RL_1,1,9,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,9,D13,D,13,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
9-D14,MAN-KIP.32.9,MAN-KIP_32,32,9,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,9,D14,D,14,3,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/19/2017,109,19,5/19/2017,139,49,0.609,609,609,1,5,3,8,1,1,4/26/2018,116,4/30/2018,120,5/17/2018,137,0,0.7665,4,4,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
9-D15,MB-CRN.2.9,MB-CRN_2,2,9,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,9,D15,D,15,3,11/7/2015,1,1,11/18/2015,11,11/27/2015,20,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,5/7/2017,127,37,5/29/2017,149,59,0.068,68,68,1,1,1,2,1,1,4/30/2018,120,5/10/2018,130,5/23/2018,143,0,0.1353,1,1,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
9-D16,MAN-FOX.4.9,MAN-FOX_4,4,9,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,9,D16,D,16,3,11/7/2015,1,1,11/20/2015,13,11/28/2015,21,8,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,4/2/2017,91,1,4/30/2017,120,30,5/24/2017,144,54,0.415,415,415,1,6,0,6,1,1,4/30/2018,120,5/17/2018,137,5/24/2018,144,0,0.0794,1,1,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
9-D2,NAP-SCH.23.9,NAP-SCH_23,23,9,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,9,D2,D,2,3,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/17/2017,137,47,0.621,621,621,1,12,7,19,1,1,4/30/2018,120,5/7/2018,127,5/23/2018,143,1,0.164,2,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
9-D3,CAR-NBA.1.9,CAR-NBA_1,1,9,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,9,D3,D,3,3,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/25/2017,145,55,0.598,598,598,1,7,9,16,1,1,5/3/2018,123,5/14/2018,134,5/19/2018,139,2,0.4417,4,6,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
9-D4,AB-RL.9.9,AB-RL_9,9,9,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,9,D4,D,4,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
9-D5,MB-CRN.21.9,MB-CRN_21,21,9,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,9,D5,D,5,3,11/7/2015,1,1,11/18/2015,11,11/27/2015,20,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/30/2017,120,30,6/7/2017,158,68,0.186,186,186,1,3,5,8,1,1,4/30/2018,120,5/14/2018,134,5/20/2018,140,0,NA,NA,0,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
